epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,3794.73,1.4118,0.89845,1.03951,0.70322,0.69681,0.64784,0.26213,1.85694,1.22525,1.26443,0.000218,0.000218,0.000218
182,3814.85,1.41362,0.88621,1.03449,0.68292,0.68737,0.6447,0.26059,1.83472,1.23173,1.24856,0.0002081,0.0002081,0.0002081
183,3835.3,1.42829,0.91246,1.04871,0.69051,0.6646,0.62981,0.26713,1.81423,1.21951,1.23648,0.0001982,0.0001982,0.0001982
184,3855.86,1.42937,0.91089,1.04067,0.67854,0.6512,0.6152,0.25459,1.82396,1.2218,1.24081,0.0001883,0.0001883,0.0001883
185,3876.63,1.4092,0.88189,1.0338,0.70408,0.69149,0.62951,0.25563,1.88672,1.2342,1.27734,0.0001784,0.0001784,0.0001784
186,3898.54,1.4188,0.88684,1.03371,0.67498,0.66489,0.61489,0.26026,1.85475,1.23999,1.25876,0.0001685,0.0001685,0.0001685
187,3919.48,1.41584,0.89157,1.03688,0.68957,0.67351,0.62778,0.26351,1.84488,1.24217,1.25601,0.0001586,0.0001586,0.0001586
188,3939.97,1.40064,0.88887,1.02918,0.69964,0.68147,0.63139,0.26141,1.83265,1.22712,1.25976,0.0001487,0.0001487,0.0001487
189,3960.08,1.40438,0.88838,1.0333,0.7009,0.67553,0.6287,0.26219,1.81809,1.22,1.24301,0.0001388,0.0001388,0.0001388
190,3980.58,1.39167,0.87452,1.03125,0.66895,0.68617,0.62923,0.26168,1.82266,1.21868,1.2497,0.0001289,0.0001289,0.0001289
191,4004.22,1.4478,0.87526,1.08509,0.68879,0.68085,0.64274,0.25762,1.82718,1.22292,1.25786,0.000119,0.000119,0.000119
192,4024.55,1.3958,0.86478,1.06167,0.70574,0.68617,0.6507,0.25799,1.81019,1.2098,1.24384,0.0001091,0.0001091,0.0001091
193,4044.28,1.40308,0.86722,1.07031,0.67857,0.67376,0.63434,0.25755,1.80171,1.21768,1.2447,9.92e-05,9.92e-05,9.92e-05
194,4063.5,1.38292,0.86939,1.06191,0.70193,0.65138,0.63754,0.25983,1.79495,1.20365,1.24008,8.93e-05,8.93e-05,8.93e-05
195,4083.04,1.35557,0.84177,1.0502,0.71794,0.69681,0.65067,0.26463,1.85458,1.21542,1.27752,7.94e-05,7.94e-05,7.94e-05
196,4102.43,1.35196,0.84005,1.03995,0.7045,0.71277,0.67663,0.27142,1.82895,1.20188,1.26233,6.95e-05,6.95e-05,6.95e-05
197,4122.38,1.38464,0.85982,1.05486,0.692,0.69316,0.62788,0.26533,1.85784,1.21454,1.27947,5.96e-05,5.96e-05,5.96e-05
198,4142.18,1.37665,0.84226,1.05419,0.71835,0.70213,0.64849,0.26242,1.86174,1.2038,1.28374,4.97e-05,4.97e-05,4.97e-05
199,4163.08,1.36607,0.85998,1.05713,0.70667,0.69149,0.63902,0.26392,1.85801,1.21415,1.28274,3.98e-05,3.98e-05,3.98e-05
200,4184.09,1.37091,0.85624,1.05604,0.71676,0.69681,0.63618,0.26097,1.86749,1.21296,1.28684,2.99e-05,2.99e-05,2.99e-05
